Id	MedianHouseAge	AverageRooms	AverageBedrooms	Latitude	Longitude	MedianPrice
4088	33	4.639815880322209	0.998849252013809	34.15	-118.41	425900
4089	48	5.396825396825397	1.0396825396825398	34.15	-118.42	371400
4090	18	5.645645645645645	1.2612612612612613	34.15	-118.42	372300
4091	31	5.169444444444444	1.1944444444444444	34.15	-118.42	355900
4092	17	4.694915254237288	1.1864406779661016	34.16	-118.42	341700
4093	46	9.0	1.5	34.16	-118.42	375000
4094	41	5.741007194244604	1.1990407673860912	34.15	-118.4	380400
4095	44	5.196280991735537	1.0537190082644627	34.15	-118.4	374500
4096	24	4.687951807228916	1.0433734939759036	34.15	-118.41	364700
4097	46	6.310077519379845	1.003875968992248	34.15	-118.41	424000
4098	30	4.3	0.990625	34.14	-118.36	295200
4099	8	3.105598866052445	1.1055988660524452	34.14	-118.37	197900
4100	21	4.26873857404022	1.0612431444241317	34.14	-118.37	367700
4101	42	5.59375	1.0044642857142858	34.14	-118.38	386700
4102	19	5.2875	1.0770833333333334	34.14	-118.39	309200
4103	36	4.091047040971168	1.0819423368740515	34.15	-118.39	373500
4104	39	5.7913669064748206	1.0	34.13	-118.35	385900
4105	41	5.105015673981192	1.0642633228840126	34.12	-118.34	409600
4106	36	6.080530973451327	1.0442477876106195	34.13	-118.36	495600
4107	23	3.9393305439330546	1.0711297071129706	34.14	-118.37	396400
4108	28	6.970731707317073	1.0195121951219512	34.13	-118.37	500000
4109	34	6.43115438108484	1.0862308762169681	34.14	-118.39	500000
4110	40	5.504201680672269	0.9915966386554622	34.14	-118.38	483800
4111	32	7.344	1.0275555555555556	34.13	-118.4	500000
4112	52	6.420454545454546	1.0643939393939394	34.14	-118.4	399300
4113	45	4.738636363636363	1.0113636363636365	34.14	-118.4	360700
4114	33	5.984615384615385	1.1	34.14	-118.41	497600
4115	27	4.9875	1.115	34.14	-118.42	500000
4116	38	7.422480620155039	1.003875968992248	34.13	-118.42	500000
4117	52	5.937984496124031	1.049095607235142	34.14	-118.22	274600
4118	52	5.807531380753138	1.1338912133891212	34.14	-118.22	247700
4119	52	6.129032258064516	1.0419354838709678	34.14	-118.2	293900
4120	46	5.234649122807017	1.0701754385964912	34.14	-118.19	257900
4121	38	6.148148148148148	1.0101010101010102	34.14	-118.19	291500
4122	39	3.043956043956044	0.978021978021978	34.14	-118.23	175000
4123	50	5.678571428571429	1.0993788819875776	34.14	-118.22	258100
4124	35	5.4935543278084715	0.9686924493554327	34.13	-118.22	272400
4125	52	5.358974358974359	1.1948717948717948	34.14	-118.2	204199
4126	44	4.343669250645995	1.0516795865633075	34.14	-118.21	186500
4127	25	3.2448979591836733	1.0680272108843538	34.14	-118.21	189800
4128	51	5.231805929919138	1.0188679245283019	34.14	-118.2	217000
4129	47	5.070281124497992	1.0502008032128514	34.14	-118.19	209200
4130	52	4.635944700460829	1.055299539170507	34.13	-118.19	180400
4131	52	4.646118721461187	1.047945205479452	34.13	-118.2	193600
4132	52	4.324561403508772	1.0719298245614035	34.13	-118.21	214200
4133	47	4.330601092896175	1.1475409836065573	34.13	-118.22	173800
4134	52	4.882716049382716	1.0740740740740742	34.13	-118.22	178100
4135	52	4.929203539823009	1.0508849557522124	34.13	-118.18	182100
4136	52	3.8197879858657244	1.098939929328622	34.12	-118.18	165100
4137	45	5.089171974522293	1.0360934182590233	34.12	-118.18	167900
4138	35	4.244628099173553	1.1107438016528925	34.12	-118.17	169200
4139	29	4.030534351145038	1.1251908396946564	34.12	-118.18	173400
4140	30	4.656551724137931	0.993103448275862	34.12	-118.17	231999
4141	50	4.467576791808874	1.030716723549488	34.13	-118.19	198000
4142	52	4.1656441717791415	0.8098159509202454	34.12	-118.19	162500
4143	41	4.444253859348199	1.169811320754717	34.12	-118.19	146400
4144	44	4.322695035460993	1.148936170212766	34.12	-118.19	170600
4145	36	3.9957686882933707	1.0155148095909732	34.12	-118.19	172100
4146	30	4.2377358490566035	1.0364779874213836	34.13	-118.2	196400
4147	50	5.102787456445993	1.024390243902439	34.13	-118.2	173600
4148	52	3.8916256157635467	1.0492610837438423	34.12	-118.2	167600
4149	41	4.211920529801325	1.1103752759381897	34.12	-118.2	162000
4150	52	4.953271028037383	1.1214953271028036	34.12	-118.21	173900
4151	41	3.823293172690763	1.0321285140562249	34.12	-118.21	175800
4152	52	3.6038781163434903	1.077562326869806	34.12	-118.21	190000
4153	52	3.6451612903225805	0.9301075268817204	34.11	-118.2	171300
4154	46	3.6847935548841892	1.0755287009063443	34.11	-118.2	162900
4155	52	3.9604166666666667	1.09375	34.11	-118.2	156400
4156	44	3.845208845208845	0.9778869778869779	34.12	-118.2	155600
4157	46	4.166051660516605	1.0086100861008611	34.12	-118.19	176900
4158	40	4.019047619047619	1.1047619047619048	34.11	-118.19	150000
4159	35	3.7172312223858617	1.1030927835051547	34.12	-118.19	167700
4160	33	5.110738255033557	1.3120805369127517	34.11	-118.18	183800
4161	44	3.9127906976744184	1.1569767441860466	34.11	-118.18	152200
4162	38	3.5962732919254656	0.9596273291925466	34.11	-118.19	169300
4163	26	3.748283752860412	1.045766590389016	34.11	-118.19	143800
4164	42	4.171957671957672	1.0026455026455026	34.1	-118.19	153900
4165	36	2.882	1.068	34.11	-118.2	185700
4166	37	3.743119266055046	1.1211009174311926	34.11	-118.2	166300
4167	30	3.1324161650902838	1.0292347377472055	34.1	-118.2	154500
4168	32	5.176360225140713	0.9362101313320825	34.11	-118.21	228200
4169	40	5.1030303030303035	0.9575757575757575	34.1	-118.21	218299
4170	47	4.590415913200723	1.1491862567811935	34.1	-118.21	186800
4171	35	5.239528795811518	1.031413612565445	34.1	-118.22	252100
4172	38	4.5895196506550215	1.0873362445414847	34.1	-118.23	143800
4173	46	4.490054249547921	1.061482820976492	34.1	-118.23	152900
4174	36	3.7383177570093458	0.9962616822429906	34.1	-118.21	241699
4175	34	4.345549738219895	1.0785340314136125	34.09	-118.21	148200
4176	33	5.597058823529411	1.1352941176470588	34.1	-118.22	196600
4177	41	3.2524038461538463	0.9110576923076923	34.1	-118.23	157000
4178	42	3.8165548098434003	1.0917225950782998	34.09	-118.22	149700
4179	36	3.4804878048780488	1.0121951219512195	34.09	-118.22	138900
4180	45	4.411522633744856	1.131687242798354	34.09	-118.22	165000
4181	41	2.720496894409938	1.2484472049689441	34.09	-118.23	181300
4182	47	4.335820895522388	0.8768656716417911	34.13	-118.23	244400
4183	48	5.625954198473282	1.2671755725190839	34.13	-118.23	212500
4184	40	5.379647749510763	1.1350293542074363	34.13	-118.22	205799
4185	34	4.2	1.0275862068965518	34.13	-118.23	185800
4186	48	4.448979591836735	0.9727891156462585	34.13	-118.23	214800
4187	37	4.314148681055156	1.0215827338129497	34.13	-118.23	244499
4188	28	3.5095541401273884	1.0881104033970277	34.12	-118.22	185400
4189	35	4.701456310679611	1.0655339805825244	34.12	-118.21	170500
4190	36	5.079646017699115	0.9362831858407079	34.11	-118.22	220900
4191	37	5.090196078431372	0.9490196078431372	34.12	-118.22	240800
4192	28	3.7892156862745097	1.1397058823529411	34.12	-118.23	183800
4193	41	4.043333333333333	1.0033333333333334	34.12	-118.24	204199
4194	32	4.37160751565762	1.0250521920668059	34.12	-118.23	221099
4195	31	5.345549738219895	1.0	34.11	-118.23	223500
4196	35	4.650224215246637	1.0885650224215246	34.11	-118.23	187100
4197	11	3.881818181818182	1.2666666666666666	34.12	-118.25	153100
4198	29	3.796078431372549	1.166013071895425	34.12	-118.24	168800
4199	34	2.2857142857142856	0.7428571428571429	34.12	-118.24	154200
4200	50	5.025821596244131	1.0586854460093897	34.11	-118.24	178800
4201	39	3.4474474474474475	1.045045045045045	34.11	-118.24	176700
4202	33	4.31023102310231	1.066006600660066	34.11	-118.23	156000
4203	45	4.347626339969372	1.0689127105666156	34.12	-118.26	214000
4204	47	4.3399602385685885	1.0139165009940359	34.11	-118.26	210900
4205	43	4.106813996316759	1.0736648250460405	34.11	-118.25	217800
4206	43	3.6666666666666665	1.0478547854785478	34.11	-118.25	208900
4207	39	4.031339031339031	1.0512820512820513	34.11	-118.25	156300
4208	42	3.5300925925925926	1.0555555555555556	34.1	-118.24	141300
4209	52	3.125	1.05	34.11	-118.25	170000
4210	42	4.152777777777778	1.0208333333333333	34.1	-118.25	164300
4211	42	4.781321184510251	1.0888382687927107	34.1	-118.25	277300
4212	52	5.1940298507462686	1.2	34.11	-118.26	270700
4213	29	3.658252427184466	1.1757281553398058	34.14	-118.27	204500
4214	47	3.289473684210526	0.8588516746411483	34.13	-118.27	208900
4215	46	3.8774038461538463	0.9519230769230769	34.13	-118.27	230300
4216	36	3.769547325102881	1.1090534979423867	34.11	-118.27	276600
4217	39	5.127345844504021	1.227882037533512	34.11	-118.27	352600
4218	38	4.0518653321201095	1.0518653321201092	34.11	-118.28	495600
4219	45	4.840361445783133	0.9969879518072289	34.11	-118.28	438300
4220	50	7.074183976261128	0.9258160237388724	34.12	-118.28	500000
4221	52	4.071278825995807	0.9979035639412998	34.12	-118.26	209100
4222	52	4.721649484536083	1.0721649484536082	34.12	-118.26	238200
4223	50	4.884892086330935	1.0551558752997603	34.12	-118.27	230600
4224	30	4.7827586206896555	0.9827586206896551	34.11	-118.29	500000
4225	40	4.007473841554559	1.101644245142003	34.11	-118.29	264300
4226	39	4.0817843866171	1.0817843866171004	34.1	-118.29	254199
4227	43	3.988344988344988	1.0326340326340326	34.1	-118.29	265500
4228	24	3.5848690591658583	1.0911736178467508	34.11	-118.29	266700
4229	49	7.5	0.9973684210526316	34.11	-118.29	500000
4230	48	5.045296167247387	1.0278745644599303	34.11	-118.29	436400
4231	52	5.1749174917491745	1.113861386138614	34.11	-118.3	391900
4232	37	2.8308431163287087	1.056563500533618	34.1	-118.3	283300
4233	25	7.718446601941747	1.058252427184466	34.11	-118.3	500000
4234	52	8.244725738396625	1.0337552742616034	34.11	-118.3	500000
4235	52	6.399317406143345	1.0341296928327646	34.11	-118.31	433300
4236	39	7.266791044776119	1.046641791044776	34.12	-118.31	500000
4237	40	6.816425120772947	1.070048309178744	34.13	-118.31	498700
4238	52	4.355044699872286	1.0217113665389528	34.12	-118.32	393500
4239	42	5.1078838174273855	1.1265560165975104	34.11	-118.32	434400
4240	33	3.9744582043343653	1.1222910216718267	34.11	-118.32	435700
4241	48	3.201145311381532	1.1302791696492485	34.11	-118.32	410700
4242	38	3.5160965794768613	1.1066398390342052	34.11	-118.33	438300
4243	48	3.472885032537961	1.0065075921908895	34.11	-118.33	342900
4244	37	5.098468271334792	0.949671772428884	34.11	-118.33	430199
4245	34	7.03030303030303	1.0340909090909092	34.13	-118.32	500000
4246	23	4.831632653061225	1.0612244897959184	34.12	-118.33	500000
4247	45	5.7926829268292686	1.0170731707317073	34.13	-118.34	500000
4248	23	4.596984924623116	1.4301507537688443	34.14	-118.32	500000
4249	40	4.841129744042365	1.0962047661076788	34.11	-118.34	500000
4250	26	4.253475935828877	1.1229946524064172	34.1	-118.35	364500
4251	52	4.743589743589744	1.0293040293040292	34.1	-118.36	405100
4252	52	4.765217391304348	1.0739130434782609	34.1	-118.36	500000
4253	18	3.2740088105726874	1.2303964757709251	34.1	-118.35	225000
4254	16	2.989795918367347	1.0591836734693878	34.1	-118.35	372200
4255	20	3.7144790257104194	1.0581867388362651	34.1	-118.35	436400
4256	18	3.681899641577061	1.1657706093189963	34.1	-118.35	250000
4257	24	3.1207977207977207	1.0273504273504273	34.1	-118.35	237500
4258	51	2.813813813813814	1.045045045045045	34.11	-118.34	468800
4259	29	2.524110671936759	1.1478260869565218	34.1	-118.34	500000
4260	24	2.9702380952380953	1.1770833333333333	34.1	-118.34	325000
4261	28	3.25	1.0994152046783625	34.1	-118.34	232100
4262	30	2.4884814292430653	1.149976492712741	34.1	-118.33	187500
4263	43	1.9118264520643806	1.1518544436669	34.1	-118.33	333300
4264	40	2.4575936883629192	1.064102564102564	34.1	-118.31	350000
4265	28	2.837096774193548	1.1548387096774193	34.1	-118.32	450000
4266	35	2.7146984470928133	1.0693391115926327	34.1	-118.3	340000
4267	25	2.435483870967742	1.063895781637717	34.1	-118.3	262500
4268	36	2.5707865168539326	1.1606741573033708	34.1	-118.31	250000
4269	33	2.5114754098360654	1.137704918032787	34.1	-118.31	350000
4270	48	2.31055900621118	1.0848861283643891	34.1	-118.33	237500
4271	45	3.130932896890344	1.1391162029459903	34.1	-118.33	237500
4272	43	2.5077639751552794	1.139751552795031	34.1	-118.32	193800
4273	34	2.283471837488458	1.0812557710064634	34.09	-118.32	162500
4274	30	2.8998272884283245	1.1778929188255614	34.09	-118.33	200000
4275	29	2.633093525179856	1.0359712230215827	34.1	-118.33	250000
4276	34	2.9776119402985075	1.0522388059701493	34.1	-118.31	67500
4277	34	2.664516129032258	1.0825806451612903	34.09	-118.31	211100
4278	28	2.7169811320754715	1.0075471698113208	34.09	-118.31	100000
4279	37	2.4775641025641026	1.0064102564102564	34.09	-118.31	193800
4280	32	3.0432432432432432	1.0324324324324323	34.09	-118.32	250000
4281	27	1.875	0.875	34.09	-118.32	175000
4282	36	2.6145339652448656	1.0900473933649288	34.1	-118.32	221900
4283	34	2.2633996937212864	1.0336906584992342	34.09	-118.32	225000
4284	31	2.7400881057268722	1.0088105726872247	34.1	-118.32	200000
4285	30	2.623205741626794	1.1543062200956937	34.1	-118.32	137500
4286	52	2.879120879120879	0.989010989010989	34.1	-118.32	206300
4287	29	2.8986371379897786	1.1643952299829643	34.1	-118.3	166700
4288	40	2.500408830744072	0.9934587080948487	34.09	-118.3	218800
4289	36	2.186111111111111	1.1666666666666667	34.09	-118.31	216699
4290	38	2.4232121922626026	1.071512309495897	34.1	-118.3	250000
4291	36	2.7222884386174018	1.071513706793802	34.1	-118.3	203300
4292	34	2.6601371204701274	1.091087169441724	34.09	-118.29	187500
4293	36	2.5156418554476807	1.0711974110032363	34.09	-118.3	230399
4294	39	2.302919708029197	1.0875912408759123	34.1	-118.29	162500
4295	29	3.031123139377537	1.0717185385656292	34.09	-118.29	172500
4296	38	4.072164948453608	1.4175257731958764	34.09	-118.28	175000
4297	43	2.5781758957654723	1.0716612377850163	34.09	-118.29	225000
4298	28	2.6164154103852595	1.085427135678392	34.09	-118.29	112500
4299	35	2.4100877192982457	1.094298245614035	34.09	-118.29	158300
4300	35	2.6031746031746033	1.1071428571428572	34.09	-118.29	198400
4301	39	2.225165562913907	1.1456953642384107	34.09	-118.29	262500
4302	52	3.603399433427762	0.9121813031161473	34.09	-118.29	261600
4303	29	2.9446460980036298	1.0798548094373865	34.09	-118.3	253300
4304	25	2.7204176334106727	0.988399071925754	34.09	-118.3	205600
4305	32	3.467716535433071	1.0614173228346457	34.09	-118.3	226700
4306	36	3.653120464441219	1.2220609579100146	34.09	-118.31	187500
4307	30	2.7738825591586327	1.1069237510955303	34.09	-118.31	240600
4308	42	2.3997539975399755	1.040590405904059	34.09	-118.31	218200
4309	44	3.672176308539945	1.143250688705234	34.09	-118.32	208800
4310	30	2.2844932844932844	0.9352869352869353	34.09	-118.32	212500
4311	28	2.8479685452162515	1.073394495412844	34.09	-118.32	218800
4312	36	4.739130434782608	1.3478260869565217	34.09	-118.33	200000
4313	36	4.417322834645669	1.4173228346456692	34.09	-118.33	165000
4314	40	3.697416974169742	1.2675276752767528	34.09	-118.33	220000
4315	5	3.47911227154047	1.2454308093994777	34.09	-118.34	204700
4316	14	3.605231866825208	1.187871581450654	34.09	-118.34	210000
4317	50	4.110582639714625	1.0154577883472058	34.08	-118.34	346700
4318	52	3.7145922746781115	1.0772532188841202	34.09	-118.34	321600
4319	52	8.03370786516854	1.0449438202247192	34.08	-118.34	500000
4320	47	3.7656903765690375	1.1422594142259415	34.09	-118.35	280600
4321	52	4.916666666666667	0.9803921568627451	34.08	-118.35	395700
4322	52	5.568	1.0346666666666666	34.08	-118.35	342000
4323	42	3.652892561983471	1.062809917355372	34.09	-118.35	315800
4324	52	4.816901408450704	0.9859154929577465	34.08	-118.35	333900
4325	52	4.356984478935699	1.06430155210643	34.08	-118.36	304800
4326	52	4.637450199203188	1.0239043824701195	34.08	-118.32	380400
4327	52	4.047835990888383	1.0341685649202734	34.08	-118.33	500000
4328	50	3.8567741935483872	1.0735483870967741	34.08	-118.33	442900
4329	30	3.286052009456265	1.0803782505910164	34.08	-118.31	254500
4330	31	3.1597222222222223	1.1430555555555555	34.08	-118.31	287500
4331	46	3.881904761904762	1.0171428571428571	34.08	-118.32	358100
4332	23	3.2066666666666666	1.1577777777777778	34.08	-118.31	220000
4333	52	3.8282828282828283	1.0235690235690236	34.08	-118.32	330300
4334	52	5.460829493087558	1.0898617511520738	34.08	-118.32	380300
4335	34	2.5783505154639177	1.079381443298969	34.08	-118.3	247500
4336	36	2.8355555555555556	1.1177777777777778	34.08	-118.3	205600
4337	27	2.922779922779923	0.9845559845559846	34.08	-118.31	251100
4338	26	3.237424547283702	1.0744466800804828	34.08	-118.31	227100
4339	34	2.8176470588235296	1.0705882352941176	34.08	-118.29	210000
4340	23	2.1724941724941726	1.092074592074592	34.08	-118.29	212500
4341	34	2.7942754919499104	1.1645796064400715	34.08	-118.3	225000
4342	32	2.801556420233463	1.034046692607004	34.08	-118.3	258300
4343	25	3.2228047182175623	1.0786369593709044	34.08	-118.29	173900
4344	38	2.7142857142857144	0.9285714285714286	34.08	-118.29	137500
4345	34	7.2148337595907925	1.020460358056266	34.12	-118.37	500000
4346	26	6.174050632911392	0.9651898734177216	34.12	-118.36	500000
4347	33	4.985333333333333	1.1186666666666667	34.11	-118.35	500000
4348	35	6.364516129032258	1.1209677419354838	34.11	-118.36	500000
4349	38	5.487341772151899	1.1033755274261603	34.11	-118.38	416700
4350	42	5.765935214211076	1.0229885057471264	34.11	-118.37	500000
4351	36	3.9771812080536915	1.1248322147651006	34.1	-118.36	500000
4352	37	8.659574468085106	1.425531914893617	34.1	-118.37	500000
4353	39	7.234285714285714	1.1161904761904762	34.1	-118.38	500000
4354	30	7.170454545454546	1.0875	34.1	-118.39	500000
4355	41	5.84	1.008	34.09	-118.39	500000
4356	38	3.7400346620450606	1.0086655112651646	34.09	-118.36	355300
4357	40	4.076015727391874	1.001310615989515	34.08	-118.36	367100
4358	52	4.532307692307692	1.0692307692307692	34.08	-118.37	374100
4359	22	3.6862745098039214	1.1495098039215685	34.08	-118.37	300000
4360	31	3.914368650217707	1.0246734397677795	34.09	-118.37	500000
4361	45	4.824175824175824	1.0615384615384615	34.08	-118.36	397900
4362	52	5.794466403162056	1.0039525691699605	34.08	-118.37	393600
4363	52	5.793427230046948	1.0469483568075117	34.08	-118.37	423700
4364	48	4.557726465364121	1.014209591474245	34.1	-118.26	318600
4365	52	6.298076923076923	1.2644230769230769	34.1	-118.26	350000
4366	51	6.174509803921569	1.0176470588235293	34.1	-118.27	421600
4367	41	5.274398868458275	1.0466760961810466	34.1	-118.27	412700
4368	41	4.01747572815534	1.0970873786407767	34.11	-118.27	306800
4369	46	5.427230046948357	0.9530516431924883	34.11	-118.28	352100
4370	52	6.132530120481928	1.0481927710843373	34.11	-118.28	397500
4371	52	4.646907216494846	1.1262886597938144	34.11	-118.28	360500
4372	44	4.811287477954145	1.0317460317460319	34.1	-118.28	324000
4373	50	5.055023923444976	0.9521531100478469	34.1	-118.27	304600
4374	49	4.034246575342466	1.0662100456621004	34.1	-118.28	210900
4375	48	3.425531914893617	1.0468085106382978	34.1	-118.28	200000
4376	49	3.571608040201005	1.1055276381909547	34.1	-118.28	217300
4377	48	5.339160839160839	1.0314685314685315	34.09	-118.27	344800
4378	52	4.542253521126761	1.0746478873239436	34.09	-118.27	268800
4379	52	3.8073701842546064	1.1105527638190955	34.09	-118.28	196500
4380	52	4.739307535641548	1.1303462321792261	34.09	-118.27	252300
4381	51	4.6006006006006	1.0990990990990992	34.09	-118.26	278800
4382	36	4.445431472081219	1.0571065989847717	34.09	-118.26	241400
4383	52	5.3681592039801	1.1044776119402986	34.09	-118.27	230799
4384	44	4.234610917537747	1.0592334494773519	34.09	-118.27	225000
4385	52	3.7846153846153845	1.0615384615384615	34.08	-118.26	166700
4386	41	3.8457300275482096	0.9917355371900827	34.08	-118.26	203300
4387	46	3.75	0.9920634920634921	34.08	-118.26	187500
4388	35	3.875	1.2331081081081081	34.08	-118.27	198800
4389	36	3.01437908496732	1.0627450980392157	34.07	-118.26	170500
4390	28	2.866336633663366	0.9108910891089109	34.07	-118.26	187500
4391	27	2.8199052132701423	1.2274881516587677	34.07	-118.27	160000
4392	38	2.859848484848485	1.0113636363636365	34.08	-118.27	157500
4393	46	3.694103194103194	1.049140049140049	34.08	-118.27	184300
4394	42	2.6801075268817205	1.0053763440860215	34.08	-118.28	200000
4395	52	3.304289544235925	1.0361930294906165	34.08	-118.28	203100
4396	43	3.942622950819672	1.0368852459016393	34.08	-118.27	185000
4397	38	2.8222222222222224	1.2355555555555555	34.07	-118.27	170800
4398	42	3.6772727272727272	1.1863636363636363	34.08	-118.28	182000
4399	52	3.607883817427386	0.9626556016597511	34.09	-118.28	228799
4400	39	3.8655256723716382	1.0953545232273838	34.08	-118.28	213499
4401	40	3.196078431372549	1.0647058823529412	34.08	-118.28	169100
4402	49	3.7938553022794848	1.1863230921704657	34.09	-118.28	219200
4403	35	3.0	0.9887640449438202	34.07	-118.23	156300
4404	40	4.43859649122807	1.043859649122807	34.07	-118.23	143800
4405	52	4.541666666666667	0.8333333333333334	34.08	-118.24	187500
4406	52	5.708333333333333	1.0833333333333333	34.08	-118.24	137500
4407	47	3.6709401709401708	1.0213675213675213	34.09	-118.23	136100
4408	49	3.8093023255813954	1.0604651162790697	34.09	-118.23	150000
4409	45	3.9614512471655328	1.0975056689342404	34.09	-118.23	155500
4410	52	4.904306220095694	1.0263157894736843	34.09	-118.25	210000
4411	52	6.117647058823529	1.1764705882352942	34.09	-118.25	241699
4412	44	3.8101604278074865	1.1711229946524064	34.08	-118.25	200000
4413	47	3.2220543806646527	1.040785498489426	34.08	-118.25	169200
4414	43	3.104404567699837	1.0358890701468189	34.09	-118.25	174300
4415	52	4.474820143884892	1.1270983213429258	34.09	-118.25	189400
4416	50	2.6533333333333333	0.9777777777777777	34.08	-118.26	166700
4417	45	3.903052064631957	1.125673249551167	34.08	-118.26	167800
4418	52	4.607038123167156	1.1217008797653958	34.09	-118.25	189800
4419	45	2.8093434343434343	1.0441919191919191	34.08	-118.26	179200
4420	46	3.6126543209876543	1.0848765432098766	34.07	-118.26	181700
4421	52	4.391534391534392	1.0582010582010581	34.07	-118.26	232100
4422	47	3.7849264705882355	1.1360294117647058	34.07	-118.25	217899
4423	43	2.496732026143791	1.0522875816993464	34.07	-118.25	175000
4424	20	1.64	0.68	34.06	-118.25	225000
4425	27	2.7195121951219514	0.975609756097561	34.07	-118.24	137500
4426	18	3.3413685847589423	1.104199066874028	34.07	-118.25	192500
4427	16	3.2981651376146788	1.0321100917431192	34.07	-118.25	133300
4428	40	4.110266159695818	1.0722433460076046	34.09	-118.22	150000
4429	31	3.0076335877862594	0.8931297709923665	34.08	-118.22	154200
4430	34	3.3976143141153083	1.117296222664016	34.08	-118.22	152100
4431	38	4.718631178707224	1.1330798479087452	34.08	-118.19	115500
4432	49	4.024390243902439	0.9420731707317073	34.08	-118.2	113999
4433	21	3.6866485013623977	1.0354223433242506	34.07	-118.2	139600
4434	34	3.53	1.102	34.07	-118.2	159600
4435	39	3.297658862876254	1.2073578595317727	34.08	-118.21	133900
4436	26	3.2094763092269325	1.0062344139650872	34.08	-118.21	173200
4437	39	4.216931216931217	1.1375661375661377	34.09	-118.2	138200
4438	41	4.261792452830188	1.0117924528301887	34.08	-118.2	126000
4439	39	5.096774193548387	1.0496277915632755	34.1	-118.19	213000
4440	52	4.806282722513089	1.057591623036649	34.08	-118.21	153000
4441	39	3.7304347826086954	1.0231884057971015	34.09	-118.21	138500
4442	39	3.9923273657289005	1.1381074168797953	34.09	-118.21	144200
4443	37	3.600790513833992	0.9841897233201581	34.09	-118.21	159200
4444	35	3.0200803212851404	0.9578313253012049	34.07	-118.22	145800
4445	36	3.4244897959183676	1.0204081632653061	34.07	-118.22	158300
4446	31	3.9306569343065694	1.094890510948905	34.07	-118.21	160200
4447	52	4.031890660592255	0.9908883826879271	34.07	-118.21	167200
4448	47	3.628032345013477	1.0323450134770888	34.07	-118.21	191700
4449	31	3.7352185089974292	1.038560411311054	34.07	-118.21	153100
4450	42	2.7925696594427243	0.9845201238390093	34.07	-118.21	168800
4451	29	3.751269035532995	1.0482233502538072	34.06	-118.21	147500
4452	36	4.1675	1.15	34.09	-118.16	170800
4453	48	4.183028286189684	0.9900166389351082	34.1	-118.17	142500
4454	37	3.25	0.967391304347826	34.1	-118.17	145800
4455	45	4.672535211267606	0.954225352112676	34.09	-118.17	153800
4456	40	4.071216617210682	1.0504451038575668	34.09	-118.18	148800
4457	44	4.395833333333333	1.109375	34.09	-118.18	184900
4458	41	3.891992551210428	0.9869646182495344	34.09	-118.19	144200
4459	10	5.168021680216802	1.0785907859078592	34.1	-118.18	200400
4460	10	4.70873786407767	1.0800970873786409	34.1	-118.18	166700
4461	7	4.383015597920277	1.194107452339688	34.1	-118.18	153100
4462	8	4.748936170212766	1.1361702127659574	34.1	-118.18	230900
4463	35	4.054644808743169	1.0965391621129326	34.08	-118.18	129299
4464	35	4.1550802139037435	1.018716577540107	34.08	-118.19	139500
4465	38	4.561538461538461	1.023076923076923	34.07	-118.19	166300
4466	42	4.468390804597701	0.9683908045977011	34.07	-118.19	169600
4467	44	4.94017094017094	1.037037037037037	34.06	-118.19	163100
4468	33	4.378612716763006	1.199421965317919	34.09	-118.16	175000
4469	50	4.708708708708708	0.9069069069069069	34.09	-118.16	162100
4470	36	3.9307692307692306	1.0217948717948717	34.09	-118.17	156500
4471	33	3.6658259773013873	1.005044136191677	34.09	-118.17	146600
4472	31	4.560553633217993	1.0761245674740485	34.08	-118.18	135500
4473	33	3.6312997347480107	1.0822281167108754	34.08	-118.18	151900
4474	43	4.326704545454546	1.0738636363636365	34.08	-118.16	144600
4475	39	4.396648044692737	1.011173184357542	34.08	-118.17	158500
4476	33	3.732456140350877	1.013157894736842	34.08	-118.17	147500
4477	28	4.21256038647343	1.0144927536231885	34.07	-118.18	156000
4478	19	4.6038543897216275	1.164882226980728	34.07	-118.17	150000
4479	41	4.94	1.1	34.07	-118.16	135700
4480	37	4.79253112033195	0.9336099585062241	34.07	-118.17	148500
4481	27	3.5095320623916813	0.9792027729636048	34.06	-118.18	148600
4482	32	3.4049079754601226	0.9754601226993865	34.06	-118.19	137500
4483	47	3.9124579124579126	1.1077441077441077	34.06	-118.19	93800
4484	46	3.4318181818181817	0.9015151515151515	34.06	-118.2	112500
4485	40	3.5044510385756675	0.9940652818991098	34.06	-118.2	111800
4486	8	4.379310344827586	1.1724137931034482	34.05	-118.2	137500
4487	46	3.445901639344262	0.9901639344262295	34.05	-118.19	133600
4488	36	3.964391691394659	1.0014836795252227	34.05	-118.2	142800
4489	37	5.453125	1.234375	34.05	-118.19	125000
4490	46	3.7325581395348837	1.1744186046511629	34.06	-118.2	109400
4491	30	3.4295302013422817	1.0268456375838926	34.06	-118.21	156800
4492	52	4.8	0.6	34.06	-118.22	112500
4493	36	2.7995495495495497	1.0585585585585586	34.05	-118.22	137500
4494	52	3.821138211382114	0.9349593495934959	34.06	-118.21	109100
4495	34	3.2041420118343193	1.0769230769230769	34.06	-118.22	153100
4496	34	3.8379310344827586	1.0793103448275863	34.05	-118.22	155000
4497	41	3.2764976958525347	1.1013824884792627	34.05	-118.22	157100
4498	26	3.156779661016949	1.0932203389830508	34.05	-118.21	129200
4499	28	3.7859649122807015	1.0736842105263158	34.05	-118.21	131900
4500	28	2.753623188405797	1.0347826086956522	34.05	-118.21	136400
4501	45	3.4336	0.9712	34.05	-118.21	144000
